Filename,Number,Output,Formula,# variables,v1_name,v1_low,v1_high,v2_name,v2_low,v2_high,v3_name,v3_low,v3_high,v4_name,v4_low,v4_high,v5_name,v5_low,v5_high,v6_name,v6_low,v6_high,v7_name,v7_low,v7_high,v8_name,v8_low,v8_high,v9_name,v9_low,v9_high,v10_name,v10_low,v10_high,Prefix_Formula
rand_04999,4798,y,mul pow add const C mul const C cos id m const C log add const C abs mul pow id phi const C pow id r const C,3.0,m,0.1,5.0,phi,0.1,5.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul pow add const C mul const C cos id m const C log add const C abs mul pow id phi const C pow id r const C
rand_05000,4799,y,log add const C abs add const C add mul const C id n mul const C id sigma,2.0,n,0.1,5.0,sigma,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,log add const C abs add const C add mul const C id n mul const C id sigma
rand_05001,4800,y,add const C add id x mul const C sin mul id omega mul id z pow id y2 const C,4.0,x,0.1,5.0,y2,0.1,5.0,omega,0.1,5.0,z,0.1,5.0,,,,,,,,,,,,,,,,,,,add const C add id x mul const C sin mul id omega mul id z pow id y2 const C
rand_05002,4801,y,mul const C mul id n mul pow id sigma const C mul abs id v log add const C abs id sigma,3.0,n,0.1,5.0,sigma,0.1,5.0,v,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul const C mul id n mul pow id sigma const C mul abs id v log add const C abs id sigma
rand_05003,4802,y,tanh add const C mul const C id x2,1.0,x2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,tanh add const C mul const C id x2
rand_05004,4803,y,add mul const C tanh id b mul const C mul pow id alpha const C mul pow abs id phi const C pow tanh id z const C,4.0,alpha,0.1,5.0,phi,0.1,5.0,z,0.1,5.0,b,0.1,5.0,,,,,,,,,,,,,,,,,,,add mul const C tanh id b mul const C mul pow id alpha const C mul pow abs id phi const C pow tanh id z const C
rand_05005,4804,y,add const C mul const C cos pow id f const C,1.0,f,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C mul const C cos pow id f const C
rand_05006,4805,y,cos add id alpha add id beta mul const C id r,3.0,beta,0.1,5.0,r,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,cos add id alpha add id beta mul const C id r
rand_05007,4806,y,mul const C pow add const C pow id m const C const C,1.0,m,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C pow add const C pow id m const C const C
rand_05008,4807,y,add id m mul const C mul id m pow id r const C,2.0,m,0.1,5.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add id m mul const C mul id m pow id r const C
rand_05009,4808,y,abs id a,1.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,abs id a
rand_05010,4809,y,exp mul const C mul cos add re id f re id m cosh add im id f im id m,2.0,m,0.1,5.0,f,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,exp mul const C mul cos add re id f re id m cosh add im id f im id m
rand_05012,4810,y,id y1,1.0,y1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id y1
rand_05013,4811,y,cos mul const C pow abs id v const C,1.0,v,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,cos mul const C pow abs id v const C
rand_05014,4812,y,mul const C pow id a const C,1.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C pow id a const C
rand_05015,4813,y,tanh mul const C pow abs id y1 const C,1.0,y1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,tanh mul const C pow abs id y1 const C
rand_05018,4814,y,add mul const C mul pow add const C id x const C pow abs id x const C log add const C abs id beta,2.0,beta,0.1,5.0,x,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add mul const C mul pow add const C id x const C pow abs id x const C log add const C abs id beta
rand_05019,4815,y,mul pow add const C mul const C pow id x2 const C const C add mul const C id v1 add mul const C id y2 mul const C log add const C abs id y2,3.0,v1,0.1,5.0,x2,0.1,5.0,y2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul pow add const C mul const C pow id x2 const C const C add mul const C id v1 add mul const C id y2 mul const C log add const C abs id y2
rand_05020,4816,y,id v1,1.0,v1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id v1
rand_05023,4817,y,exp id x2,1.0,x2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,exp id x2
rand_05024,4818,y,add id x mul const C mul id a mul id alpha pow id n const C,4.0,n,0.1,5.0,x,0.1,5.0,a,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,add id x mul const C mul id a mul id alpha pow id n const C
rand_05025,4819,y,mul const C mul id n add mul id sigma id x1 abs id sigma,3.0,n,0.1,5.0,sigma,0.1,5.0,x1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul const C mul id n add mul id sigma id x1 abs id sigma
rand_05027,4820,y,pow add const C mul id v pow id t const C const C,2.0,t,0.1,5.0,v,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,pow add const C mul id v pow id t const C const C
rand_05028,4821,y,mul const C mul pow id x const C pow id x1 const C,2.0,x1,0.1,5.0,x,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul pow id x const C pow id x1 const C
rand_05029,4822,y,add id v1 mul const C cos exp pow id y2 const C,2.0,y2,0.1,5.0,v1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add id v1 mul const C cos exp pow id y2 const C
rand_05030,4823,y,id sigma,1.0,sigma,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id sigma
rand_05031,4824,y,add mul const C abs id x2 abs id a,2.0,x2,0.1,5.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add mul const C abs id x2 abs id a
rand_05032,4825,y,log add const C abs add const C mul const C mul id v1 pow id x2 const C,2.0,x2,0.1,5.0,v1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,log add const C abs add const C mul const C mul id v1 pow id x2 const C
rand_05033,4826,y,id alpha,1.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id alpha
rand_05034,4827,y,id t,1.0,t,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id t
rand_05035,4828,y,id n,1.0,n,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id n
rand_05037,4829,y,mul const C mul pow id t const C add const C id y,2.0,t,0.1,5.0,y,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul pow id t const C add const C id y
rand_05040,4830,y,add mul const C id a mul const C pow add mul const C id n mul const C id theta const C,3.0,n,0.1,5.0,theta,0.1,5.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,add mul const C id a mul const C pow add mul const C id n mul const C id theta const C
rand_05041,4831,y,mul const C pow id beta const C,1.0,beta,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C pow id beta const C
rand_05042,4832,y,sin mul id x log add const C abs sin id omega,2.0,x,0.1,5.0,omega,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,sin mul id x log add const C abs sin id omega
rand_05046,4833,y,id t,1.0,t,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id t
rand_05047,4834,y,id x2,1.0,x2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id x2
rand_05049,4835,y,add const C add mul const C id z exp id x,2.0,x,0.1,5.0,z,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add const C add mul const C id z exp id x
rand_05050,4836,y,id y2,1.0,y2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id y2
rand_05051,4837,y,mul const C mul id v2 mul pow cos id f const C add mul const C id b cos sin id v2,3.0,v2,0.1,5.0,f,0.1,5.0,b,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul const C mul id v2 mul pow cos id f const C add mul const C id b cos sin id v2
rand_05052,4838,y,id alpha,1.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id alpha
rand_05053,4839,y,add const C add mul const C pow id y2 const C mul const C mul pow id x1 const C pow id y const C,3.0,x1,0.1,5.0,y2,0.1,5.0,y,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,add const C add mul const C pow id y2 const C mul const C mul pow id x1 const C pow id y const C
rand_05054,4840,y,exp mul const C abs mul pow id v const C cos id v1,2.0,v,0.1,5.0,v1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,exp mul const C abs mul pow id v const C cos id v1
rand_05055,4841,y,tanh pow abs pow id f const C const C,1.0,f,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,tanh pow abs pow id f const C const C
rand_05058,4842,y,id r,1.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id r
rand_05059,4843,y,id omega,1.0,omega,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id omega
rand_05060,4844,y,add id n add mul const C id x2 mul const C id y1,3.0,n,0.1,5.0,y1,0.1,5.0,x2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,add id n add mul const C id x2 mul const C id y1
rand_05062,4845,y,mul const C pow id y1 const C,1.0,y1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C pow id y1 const C
rand_05063,4846,y,add const C mul const C mul pow id v1 const C cos id phi,2.0,phi,0.1,5.0,v1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add const C mul const C mul pow id v1 const C cos id phi
rand_05064,4847,y,id f,1.0,f,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id f
rand_05066,4848,y,pow id alpha const C,1.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,pow id alpha const C
rand_05068,4849,y,id r,1.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id r
rand_05070,4850,y,add const C mul const C mul id alpha add pow abs id sigma const C sin id v2,3.0,v2,0.1,5.0,sigma,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,add const C mul const C mul id alpha add pow abs id sigma const C sin id v2
rand_05071,4851,y,add const C exp mul const C pow id y1 const C,1.0,y1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C exp mul const C pow id y1 const C
rand_05073,4852,y,add const C pow add pow id f const C tanh id r const C,2.0,f,0.1,5.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add const C pow add pow id f const C tanh id r const C
rand_05074,4853,y,pow id r const C,1.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,pow id r const C
rand_05075,4854,y,id x,1.0,x,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id x
rand_05076,4855,y,mul id y tanh cos exp id v,2.0,v,0.1,5.0,y,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul id y tanh cos exp id v
rand_05079,4857,y,mul const C mul pow id theta const C exp mul const C id y2,2.0,theta,0.1,5.0,y2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul pow id theta const C exp mul const C id y2
rand_05080,4858,y,mul pow add const C mul const C id b const C mul pow add id x1 add id y log add const C abs id f const C add const C mul const C id phi,5.0,phi,0.1,5.0,b,0.1,5.0,x1,0.1,5.0,f,0.1,5.0,y,0.1,5.0,,,,,,,,,,,,,,,,mul pow add const C mul const C id b const C mul pow add id x1 add id y log add const C abs id f const C add const C mul const C id phi
rand_05081,4859,y,id phi,1.0,phi,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id phi
rand_05083,4860,y,mul id x1 add const C id v,2.0,x1,0.1,5.0,v,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul id x1 add const C id v
rand_05085,4861,y,add const C add mul const C id t add mul const C id v1 add mul const C id y add mul const C id y1 mul const C pow id a const C,5.0,y1,0.1,5.0,a,0.1,5.0,v1,0.1,5.0,t,0.1,5.0,y,0.1,5.0,,,,,,,,,,,,,,,,add const C add mul const C id t add mul const C id v1 add mul const C id y add mul const C id y1 mul const C pow id a const C
rand_05088,4862,y,mul const C mul id sigma mul pow id omega const C pow add const C mul const C id v2 const C,3.0,v2,0.1,5.0,sigma,0.1,5.0,omega,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul const C mul id sigma mul pow id omega const C pow add const C mul const C id v2 const C
rand_05089,4863,y,mul const C mul id a pow id n const C,2.0,n,0.1,5.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul id a pow id n const C
rand_05091,4864,y,id z,1.0,z,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id z
rand_05092,4865,y,add const C add mul const C pow id x const C add mul id r log add const C abs id beta mul add const C mul const C id v add id m abs id a,6.0,beta,0.1,5.0,x,0.1,5.0,r,0.1,5.0,m,0.1,5.0,a,0.1,5.0,v,0.1,5.0,,,,,,,,,,,,,add const C add mul const C pow id x const C add mul id r log add const C abs id beta mul add const C mul const C id v add id m abs id a
rand_05093,4866,y,mul const C pow abs mul id x abs id v const C,2.0,x,0.1,5.0,v,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul const C pow abs mul id x abs id v const C
rand_05095,4867,y,mul const C mul pow abs mul id x sin id r const C add const C mul const C id beta,3.0,beta,0.1,5.0,x,0.1,5.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul const C mul pow abs mul id x sin id r const C add const C mul const C id beta
rand_05096,4868,y,add pow abs add id omega id sigma const C add mul const C id y mul const C tanh id x1,4.0,x1,0.1,5.0,sigma,0.1,5.0,omega,0.1,5.0,y,0.1,5.0,,,,,,,,,,,,,,,,,,,add pow abs add id omega id sigma const C add mul const C id y mul const C tanh id x1
rand_05098,4869,y,id x,1.0,x,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id x
rand_05099,4870,y,id x1,1.0,x1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id x1
rand_05100,4871,y,pow abs tanh id sigma const C,1.0,sigma,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,pow abs tanh id sigma const C
rand_05102,4872,y,cos add mul pow id z const C cos id phi tanh add id f mul const C id v,4.0,phi,0.1,5.0,f,0.1,5.0,v,0.1,5.0,z,0.1,5.0,,,,,,,,,,,,,,,,,,,cos add mul pow id z const C cos id phi tanh add id f mul const C id v
rand_05104,4873,y,add const C add mul const C id z exp mul id alpha id omega,3.0,alpha,0.1,5.0,omega,0.1,5.0,z,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,add const C add mul const C id z exp mul id alpha id omega
rand_05105,4874,y,id n,1.0,n,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id n
rand_05106,4875,y,mul const C mul pow id theta const C add id z exp id z,2.0,theta,0.1,5.0,z,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul pow id theta const C add id z exp id z
rand_05107,4876,y,mul exp mul const C pow abs id x2 const C tanh id v2,2.0,v2,0.1,5.0,x2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul exp mul const C pow abs id x2 const C tanh id v2
rand_05108,4877,y,add const C add id n mul const C id t,2.0,n,0.1,5.0,t,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add const C add id n mul const C id t
rand_05110,4878,y,mul const C pow add const C add id a mul const C mul id a exp id x1 const C,2.0,x1,0.1,5.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul const C pow add const C add id a mul const C mul id a exp id x1 const C
rand_05114,4879,y,add pow abs id v1 const C exp mul const C pow id x const C,2.0,x,0.1,5.0,v1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add pow abs id v1 const C exp mul const C pow id x const C
rand_05116,4880,y,sin sin mul id sigma sin id f,2.0,sigma,0.1,5.0,f,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,sin sin mul id sigma sin id f
rand_05117,4881,y,mul const C id r,1.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C id r
rand_05118,4882,y,mul const C pow id m const C,1.0,m,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C pow id m const C
rand_05119,4883,y,cos id m,1.0,m,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,cos id m
rand_05120,4884,y,mul const C mul id v2 pow id r const C,2.0,v2,0.1,5.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul id v2 pow id r const C
rand_05121,4885,y,exp abs sin id alpha,1.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,exp abs sin id alpha
rand_05124,4886,y,add id m mul const C id omega,2.0,m,0.1,5.0,omega,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add id m mul const C id omega
rand_05126,4887,y,add const C id sigma,1.0,sigma,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C id sigma
rand_05127,4888,y,mul id r add id f add id x1 mul const C id x2,4.0,x1,0.1,5.0,r,0.1,5.0,x2,0.1,5.0,f,0.1,5.0,,,,,,,,,,,,,,,,,,,mul id r add id f add id x1 mul const C id x2
rand_05130,4889,y,id y1,1.0,y1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id y1
rand_05131,4890,y,log add const C abs tanh id y2,1.0,y2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,log add const C abs tanh id y2
rand_05132,4891,y,mul const C pow id m const C,1.0,m,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C pow id m const C
rand_05133,4892,y,id phi,1.0,phi,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id phi
rand_05134,4893,y,add const C id beta,1.0,beta,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C id beta
rand_05135,4894,y,mul id z add id f sin id omega,3.0,f,0.1,5.0,omega,0.1,5.0,z,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul id z add id f sin id omega
rand_05137,4895,y,log add const C mul const C abs cos id m,1.0,m,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,log add const C mul const C abs cos id m
rand_05138,4896,y,pow abs add const C add id v mul const C mul id theta add const C id b const C,3.0,theta,0.1,5.0,v,0.1,5.0,b,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,pow abs add const C add id v mul const C mul id theta add const C id b const C
rand_05139,4897,y,mul const C pow id x2 const C,1.0,x2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C pow id x2 const C
rand_05140,4898,y,mul add const C sin id v2 mul add const C id y2 log add const C abs add const C id sigma,3.0,v2,0.1,5.0,sigma,0.1,5.0,y2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul add const C sin id v2 mul add const C id y2 log add const C abs add const C id sigma
rand_05141,4899,y,add const C mul const C cos id m,1.0,m,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C mul const C cos id m
rand_05142,4900,y,id x2,1.0,x2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id x2
rand_05143,4901,y,add const C add mul const C pow id alpha const C add mul const C abs id y mul const C mul pow id sigma const C pow id x1 const C,4.0,y,0.1,5.0,sigma,0.1,5.0,x1,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,add const C add mul const C pow id alpha const C add mul const C abs id y mul const C mul pow id sigma const C pow id x1 const C
rand_05144,4902,y,pow cos cos add const C id n const C,1.0,n,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,pow cos cos add const C id n const C
rand_05145,4903,y,mul const C pow abs id alpha const C,1.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C pow abs id alpha const C
rand_05146,4904,y,mul const C pow abs pow cos id m const C const C,1.0,m,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C pow abs pow cos id m const C const C
rand_05147,4905,y,pow cos mul const C id v1 const C,1.0,v1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,pow cos mul const C id v1 const C
rand_05149,4906,y,cos id y1,1.0,y1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,cos id y1
rand_05150,4907,y,id phi,1.0,phi,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id phi
rand_05151,4908,y,abs add mul const C id phi mul const C tanh id alpha,2.0,phi,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,abs add mul const C id phi mul const C tanh id alpha
rand_05152,4909,y,id t,1.0,t,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id t
rand_05153,4910,y,id f,1.0,f,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id f
rand_05154,4911,y,id v,1.0,v,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id v
rand_05155,4912,y,mul const C id alpha,1.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C id alpha
rand_05157,4913,y,mul const C exp mul const C id y2,1.0,y2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C exp mul const C id y2
rand_05158,4914,y,id beta,1.0,beta,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id beta
rand_05159,4915,y,cos add const C id m,1.0,m,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,cos add const C id m
rand_05161,4916,y,id y2,1.0,y2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id y2
rand_05163,4917,y,id z,1.0,z,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id z
rand_05164,4918,y,pow add const C add id v1 add id y1 add mul const C id phi mul pow id y2 const C add const C id phi const C,4.0,y2,0.1,5.0,phi,0.1,5.0,v1,0.1,5.0,y1,0.1,5.0,,,,,,,,,,,,,,,,,,,pow add const C add id v1 add id y1 add mul const C id phi mul pow id y2 const C add const C id phi const C
rand_05167,4919,y,mul const C mul pow id n const C pow add id sigma mul const C log add const C abs id omega const C,3.0,n,0.1,5.0,sigma,0.1,5.0,omega,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul const C mul pow id n const C pow add id sigma mul const C log add const C abs id omega const C
rand_05170,4920,y,mul const C id phi,1.0,phi,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C id phi
rand_05171,4921,y,add const C pow add const C mul const C id f const C,1.0,f,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C pow add const C mul const C id f const C
rand_05172,4922,y,cos add const C mul const C pow add id b mul const C id theta const C,2.0,theta,0.1,5.0,b,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,cos add const C mul const C pow add id b mul const C id theta const C
rand_05174,4923,y,add const C add mul const C pow id r const C mul const C mul pow id v1 const C add const C mul const C id omega,3.0,r,0.1,5.0,v1,0.1,5.0,omega,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,add const C add mul const C pow id r const C mul const C mul pow id v1 const C add const C mul const C id omega
rand_05175,4924,y,add mul const C sin id v1 log add const C abs add const C add id f id m,3.0,m,0.1,5.0,f,0.1,5.0,v1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,add mul const C sin id v1 log add const C abs add const C add id f id m
rand_05176,4925,y,add const C mul const C pow id theta const C,1.0,theta,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C mul const C pow id theta const C
rand_05177,4926,y,mul id v2 mul pow log add const C abs id v const C add const C mul const C id y2,3.0,v2,0.1,5.0,v,0.1,5.0,y2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul id v2 mul pow log add const C abs id v const C add const C mul const C id y2
rand_05178,4927,y,add const C add id b add id m mul const C id y1,3.0,m,0.1,5.0,y1,0.1,5.0,b,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,add const C add id b add id m mul const C id y1
rand_05179,4928,y,add const C mul const C id r,1.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C mul const C id r
rand_05180,4929,y,id x2,1.0,x2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id x2
rand_05181,4930,y,mul const C id x2,1.0,x2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C id x2
rand_05183,4931,y,sin add const C abs add const C id f,1.0,f,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,sin add const C abs add const C id f
rand_05184,4932,y,add pow add const C mul const C id omega const C mul const C id phi,2.0,phi,0.1,5.0,omega,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add pow add const C mul const C id omega const C mul const C id phi
rand_05185,4933,y,id x,1.0,x,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id x
rand_05186,4934,y,mul add id y mul const C pow id b const C add pow cos id y2 const C mul const C tanh id phi,4.0,phi,0.1,5.0,b,0.1,5.0,y2,0.1,5.0,y,0.1,5.0,,,,,,,,,,,,,,,,,,,mul add id y mul const C pow id b const C add pow cos id y2 const C mul const C tanh id phi
rand_05188,4935,y,sin id omega,1.0,omega,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,sin id omega
rand_05195,4936,y,add mul const C tanh id t mul const C pow abs id beta const C,2.0,beta,0.1,5.0,t,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add mul const C tanh id t mul const C pow abs id beta const C
rand_05196,4937,y,add const C id x1,1.0,x1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C id x1
rand_05197,4938,y,pow id x2 const C,1.0,x2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,pow id x2 const C
rand_05198,4939,y,id x1,1.0,x1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id x1
rand_05199,4940,y,mul id n pow id a const C,2.0,n,0.1,5.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul id n pow id a const C
rand_05200,4941,y,abs id omega,1.0,omega,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,abs id omega
rand_05201,4942,y,mul const C mul id x2 mul add pow abs pow id x1 const C const C mul const C id y2 abs id r,4.0,x1,0.1,5.0,x2,0.1,5.0,y2,0.1,5.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,mul const C mul id x2 mul add pow abs pow id x1 const C const C mul const C id y2 abs id r
rand_05202,4943,y,add const C mul const C id theta,1.0,theta,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C mul const C id theta
